Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
11,,BTRUS22610199001,AKIMOVA Tatiana,RUS,0+3+0+1,4,50:07.4,30,130,,+3:53.4,0,999.0,2:32.5,+48.2,25,4:06.2,+36.1,29,42:01.1,+2:20.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
12,,BTUKR20901198701,BILOSIUK Olena,UKR,0+3+1+0,4,50:23.6,29,129,,+4:09.6,0,34.0,2:25.3,+41.0,33,4:11.8,+41.7,35,42:11.6,+2:30.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
13,,BTRUS20508199201,PODCHUFAROVA Olga,RUS,0+2+0+2,4,50:24.5,28,128,,+4:10.5,0,9.0,2:03.4,+19.1,6,3:47.0,+16.9,48,42:37.2,+2:56.2,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
14,,BTCZE20301199101,PUSKARCIKOVA Eva,CZE,0+0+4+0,4,50:26.8,27,127,,+4:12.8,0,22.0,2:18.4,+34.1,19,4:00.9,+30.8,44,42:25.6,+2:44.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
15,,BTNOR20712199001,ROEISELAND Marte Olsbu,NOR,0+1+2+1,4,50:34.8,26,126,,+4:20.8,0,45.0,2:38.8,+54.5,49,4:23.1,+53.0,35,42:11.6,+2:30.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
16,,BTCZE20111198901,SOUKALOVA Gabriela,CZE,1+3+0+3,7,50:35.1,25,125,y,+4:21.1,0,15.0,2:14.0,+29.7,11,3:52.2,+22.1,2,39:42.9,+1.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
17,,BTRUS22510198601,SHUMILOVA Ekaterina,RUS,1+1+0+0,2,50:37.0,24,124,,+4:23.0,0,90.0,3:19.6,+1:35.3,95,5:18.0,+1:47.9,65,43:18.9,+3:37.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
18,,BTFRA21906198601,DORIN HABERT Marie,FRA,1+2+0+2,5,50:37.7,23,123,,+4:23.7,0,66.0,2:52.3,+1:08.0,54,4:28.4,+58.3,14,41:09.1,+1:28.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
19,,BTUKR21909199001,DZHIMA Yuliia,UKR,2+1+1+2,6,50:40.2,22,122,,+4:26.2,0,7.0,2:02.2,+17.9,5,3:42.1,+12.0,10,40:57.9,+1:16.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
20,,BTSWE23103199501,MAGNUSSON Anna,SWE,0+2+2+0,4,50:42.5,21,121,,+4:28.5,0,999.0,2:49.7,+1:05.4,53,4:27.8,+57.7,38,42:14.7,+2:33.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
21,,BTAUT22909199201,HARTWEGER Fabienne,AUT,1+1+2+0,4,50:44.8,20,120,,+4:30.8,0,61.0,2:46.6,+1:02.3,52,4:27.0,+56.9,41,42:17.6,+2:36.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
22,,BTSWE22803199001,BRORSSON Mona,SWE,1+1+0+1,3,50:45.9,19,119,,+4:31.9,0,36.0,2:30.6,+46.3,42,4:16.4,+46.3,70,43:29.5,+3:48.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
23,,BTFIN21101198301,MAKARAINEN Kaisa,FIN,2+4+0+1,7,50:55.5,18,118,,+4:41.5,0,37.0,2:30.7,+46.4,35,4:12.3,+42.2,3,39:43.0,+2.0,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
24,,BTGER22403198701,HILDEBRAND Franziska,GER,0+3+1+1,5,51:04.6,17,,,+4:50.6,0,84.0,3:08.3,+1:24.0,93,5:06.2,+1:36.1,11,40:58.2,+1:17.2,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
25,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,1+0+2+1,4,51:04.8,16,116,,+4:50.8,0,70.0,2:54.3,+1:10.0,73,4:42.0,+1:11.9,43,42:22.6,+2:41.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
26,,BTKAZ20609198901,KLIMINA Darya,KAZ,0+2+1+2,5,51:11.4,15,115,,+4:57.4,0,41.0,2:34.5,+50.2,62,4:34.3,+1:04.2,20,41:36.8,+1:55.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
27,,BTAUT22101199601,LEITINGER Julia,AUT,1+1+0+2,4,51:12.8,14,114,,+4:58.8,0,999.0,2:15.8,+31.5,20,4:01.0,+30.9,61,43:11.5,+3:30.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
28,,BTUSA22806199201,REID Joanne,USA,0+1+0+2,3,51:15.8,13,113,,+5:01.8,0,53.0,2:42.9,+58.6,64,4:34.6,+1:04.5,74,43:40.9,+3:59.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
29,,BTKAZ22608199001,KISTANOVA Anna,KAZ,1+2+1+0,4,51:21.9,12,112,,+5:07.9,0,999.0,2:43.5,+59.2,51,4:26.2,+56.1,56,42:55.7,+3:14.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
30,,BTITA20304199001,WIERER Dorothea,ITA,0+2+2+3,7,51:25.5,11,111,r,+5:11.5,0,999.0,2:39.0,+54.7,38,4:13.6,+43.5,6,40:11.7,+30.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
31,,BTRUS23107198601,SLEPTSOVA Svetlana,RUS,0+2+1+2,5,51:31.0,10,,,+5:17.0,0,85.0,3:08.6,+1:24.3,83,4:51.9,+1:21.8,22,41:38.9,+1:57.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
32,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,0+3+0+2,5,51:37.8,9,,,+5:23.8,0,69.0,2:53.7,+1:09.4,58,4:30.6,+1:00.5,31,42:07.1,+2:26.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
33,,BTUKR20407199201,PETRENKO Iryna,UKR,0+3+0+1,4,51:49.8,8,,,+5:35.8,0,20.0,2:16.1,+31.8,14,3:57.2,+27.1,78,43:52.5,+4:11.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
34,,BTJPN22505199001,MAEDA Sari,JPN,0+1+1+2,4,51:51.6,7,107,,+5:37.6,0,88.0,3:18.6,+1:34.3,89,5:01.3,+1:31.2,54,42:50.1,+3:09.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
35,,BTLAT22706199101,BENDIKA Baiba,LAT,1+2+0+2,5,52:05.8,6,106,,+5:51.8,0,12.0,2:04.6,+20.3,9,3:50.6,+20.5,63,43:15.1,+3:34.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
36,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,1+2+2+1,6,52:08.8,5,105,,+5:54.8,0,14.0,2:11.2,+26.9,12,3:52.9,+22.8,39,42:15.7,+2:34.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
37,,BTRUS21101198401,FROLINA Anna,KOR,0+3+1+1,5,52:10.4,4,104,,+5:56.4,0,89.0,3:19.0,+1:34.7,88,5:00.7,+1:30.6,34,42:09.5,+2:28.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
38,,BTKAZ21002199401,VISHNEVSKAYA-SHEPORENKO Galina,KAZ,1+1+0+3,5,52:13.2,3,103,,+5:59.2,0,44.0,2:38.6,+54.3,44,4:18.2,+48.1,55,42:54.7,+3:13.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
39,,BTUSA21911198701,EGAN Clare,USA,1+4+0+0,5,52:33.3,2,102,,+6:19.3,0,52.0,2:41.7,+57.4,56,4:30.5,+1:00.4,59,43:02.7,+3:21.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
40,,BTCZE20102199301,CHARVATOVA Lucie,CZE,1+3+2+2,8,52:34.3,1,,,+6:20.3,0,3.0,1:54.0,+9.7,3,3:32.8,+2.7,12,41:01.3,+1:20.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
41,,BTCAN20402199301,RANSOM Julia,CAN,0+2+2+1,5,52:37.4,,100,,+6:23.4,0,62.0,2:47.0,+1:02.7,66,4:36.7,+1:06.6,58,43:00.4,+3:19.4,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
42,,BTBLR22703198501,SKARDINO Nadezhda,BLR,2+1+1+2,6,52:43.8,,99,,+6:29.8,0,76.0,2:59.8,+1:15.5,68,4:37.0,+1:06.9,30,42:06.5,+2:25.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
43,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,1+1+2+3,7,52:45.8,,98,,+6:31.8,0,49.0,2:39.1,+54.8,43,4:16.8,+46.7,17,41:28.8,+1:47.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
44,,BTSUI20304198401,GASPARIN Selina,SUI,1+2+2+2,7,53:04.0,,97,,+6:50.0,0,78.0,3:01.0,+1:16.7,75,4:43.2,+1:13.1,15,41:20.7,+1:39.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
45,,BTBLR23007199101,LESHCHANKA Iryna,BLR,2+2+1+2,7,53:05.1,,96,,+6:51.1,0,28.0,2:22.9,+38.6,28,4:07.3,+37.2,27,41:57.7,+2:16.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
46,,BTPOL20408197901,GWIZDON Magdalena,POL,0+3+0+3,6,53:14.3,,95,,+7:00.3,0,93.0,3:30.8,+1:46.5,86,4:57.9,+1:27.8,40,42:16.1,+2:35.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
47,,BTUKR21401199501,MERKUSHYNA Anastasiya,UKR,4+0+2+1,7,53:19.4,,,,+7:05.4,0,999.0,2:15.8,+31.5,16,4:00.0,+29.9,42,42:19.2,+2:38.2,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
48,,BTITA22711199101,RUNGGALDIER Alexia,ITA,0+1+3+1,5,53:21.6,,93,,+7:07.6,0,79.0,3:02.4,+1:18.1,77,4:45.2,+1:15.1,73,43:36.1,+3:55.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
49,,BTITA22410199001,SANFILIPPO Federica,ITA,2+3+1+2,8,53:39.0,,92,,+7:25.0,0,46.0,2:38.9,+54.6,40,4:15.7,+45.6,16,41:23.1,+1:42.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
50,,BTITA20311198501,OBERHOFER Karin,ITA,2+1+1+1,5,53:39.2,,,,+7:25.2,0,97.0,4:14.7,+2:30.4,98,5:54.7,+2:24.6,52,42:44.4,+3:03.4,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
51,,BTCZE22807199401,JISLOVA Jessica,CZE,2+0+1+2,5,53:42.4,,,,+7:28.4,0,65.0,2:50.6,+1:06.3,67,4:36.9,+1:06.8,81,44:05.2,+4:24.2,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
52,,BTCAN21009198801,TANDY Megan,CAN,1+1+0+3,5,53:47.0,,89,,+7:33.0,0,40.0,2:32.9,+48.6,55,4:29.5,+59.4,83,44:17.3,+4:36.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
53,,BTSUI20902199401,GASPARIN Aita,SUI,2+1+1+3,7,53:53.2,,88,,+7:39.2,0,8.0,2:03.2,+18.9,7,3:48.4,+18.3,60,43:04.6,+3:23.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
54,,BTSVK22211199401,FIALKOVA Ivona,SVK,1+1+2+2,6,53:56.4,,87,,+7:42.4,0,67.0,2:52.7,+1:08.4,76,4:43.9,+1:13.8,62,43:12.5,+3:31.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
55,,BTGER22410198902,HAMMERSCHMIDT Maren,GER,1+3+0+4,8,54:06.3,,,,+7:52.3,0,43.0,2:35.8,+51.5,41,4:16.2,+46.1,24,41:49.9,+2:08.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
56,,BTNOR22708199501,FEMSTEINEVIK Ragnhild,NOR,2+2+1+3,8,54:06.5,,85,,+7:52.5,0,1.0,1:44.3,0.0,2,3:31.9,+1.8,47,42:34.4,+2:53.4,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
57,,BTNOR20803198801,BIRKELAND Fanny Horn,NOR,1+2+2+3,8,54:06.8,,84,,+7:52.8,0,999.0,2:39.0,+54.7,61,4:33.7,+1:03.6,18,41:33.0,+1:52.0,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
58,,BTITA20402199501,VITTOZZI Lisa,ITA,0+2+3+3,8,54:14.2,,,,+8:00.2,0,51.0,2:40.5,+56.2,50,4:24.8,+54.7,23,41:49.1,+2:08.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
59,,BTBUL20505198901,YORDANOVA Emiliya,BUL,1+1+1+2,5,54:15.4,,82,,+8:01.4,0,6.0,2:01.7,+17.4,15,3:57.3,+27.2,92,45:17.8,+5:36.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
60,,BTSLO22906198001,GREGORIN Teja,SLO,0+3+2+3,8,54:18.4,,81,,+8:04.4,0,96.0,3:48.7,+2:04.4,97,5:34.2,+2:04.1,7,40:44.1,+1:03.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
61,,BTSLO22610199201,ERZEN Anja,SLO,2+2+0+3,7,54:20.1,,80,,+8:06.1,0,54.0,2:43.1,+58.8,56,4:30.5,+1:00.4,53,42:49.5,+3:08.5,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
62,,BTEST22706199301,TALIHAERM Johanna,EST,2+1+1+1,5,54:23.9,,79,,+8:09.9,0,32.0,2:24.2,+39.9,39,4:15.3,+45.2,90,45:08.3,+5:27.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
63,,BTFIN20911198701,EDER Mari,FIN,2+4+3+1,10,54:26.3,,78,,+8:12.3,0,77.0,3:00.8,+1:16.5,70,4:38.5,+1:08.4,4,39:47.6,+6.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
64,,BTSWE22706199401,GESTBLOM Linn,SWE,4+0+2+0,6,54:31.5,,,,+8:17.5,0,91.0,3:20.1,+1:35.8,87,4:59.5,+1:29.4,72,43:31.9,+3:50.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
65,,BTUKR21902199101,BONDAR Iana,UKR,4+1+1+2,8,54:33.9,,,,+8:19.9,0,72.0,2:56.5,+1:12.2,69,4:37.6,+1:07.5,26,41:56.0,+2:15.0,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
66,,BTPOL21811199701,ZUK Kamila,POL,3+2+1+1,7,54:39.7,,75,,+8:25.7,0,33.0,2:24.3,+40.0,31,4:10.2,+40.1,69,43:29.3,+3:48.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
67,,BTFRA20508199101,AYMONIER Celia,FRA,1+3+4+0,8,54:41.0,,,,+8:27.0,0,92.0,3:24.6,+1:40.3,90,5:03.1,+1:33.0,21,41:37.6,+1:56.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
68,,BTLTU22502198401,RASIMOVICIUTE Diana,LTU,1+3+1+2,7,54:43.6,,73,,+8:29.6,0,999.0,2:32.5,+48.2,46,4:19.7,+49.6,67,43:23.7,+3:42.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
69,,BTSWE21811199302,NILSSON Emma,SWE,2+3+1+1,7,54:44.8,,,,+8:30.8,0,94.0,3:32.1,+1:47.8,94,5:17.3,+1:47.2,45,42:27.3,+2:46.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
70,,BTPOL21608198301,GUZIK Krystyna,POL,3+3+1+2,9,54:45.2,,,,+8:31.2,0,4.0,1:56.4,+12.1,4,3:37.1,+7.0,33,42:08.0,+2:27.0,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
71,,BTBLR21403198501,KINNUNEN Nastassia,BLR,0+3+3+1,7,54:53.5,,,,+8:39.5,0,98.0,4:20.1,+2:35.8,99,6:02.1,+2:32.0,25,41:51.1,+2:10.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
72,,BTUSA22502198301,DUNKLEE Susan,USA,4+2+0+3,9,55:07.6,,69,,+8:53.6,0,21.0,2:17.2,+32.9,17,4:00.3,+30.2,32,42:07.3,+2:26.3,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
73,,BTKOR20208198801,MUN Jihee,KOR,2+1+0+3,6,55:10.1,,68,,+8:56.1,0,81.0,3:04.7,+1:20.4,80,4:49.1,+1:19.0,84,44:20.8,+4:39.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
74,,BTKAZ21408199101,KOLOMIYETS Alina,KAZ,1+1+3+2,7,55:11.5,,,,+8:57.5,0,24.0,2:19.4,+35.1,26,4:06.5,+36.4,80,44:04.8,+4:23.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
75,,BTJPN20204199001,MITSUHASHI Rina,JPN,2+1+1+1,5,55:18.3,,66,,+9:04.3,0,83.0,3:05.8,+1:21.5,92,5:04.4,+1:34.3,91,45:13.9,+5:32.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
76,,BTSVK20204198901,POLIAKOVA Terezia,SVK,2+2+2+1,7,55:49.2,,65,,+9:35.2,0,17.0,2:15.6,+31.3,27,4:07.2,+37.1,87,44:41.6,+5:00.6,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
77,,BTBUL21004199201,STOYANOVA Desislava,BUL,2+2+4+1,9,56:02.9,,64,,+9:48.9,0,42.0,2:35.4,+51.1,47,4:19.8,+49.7,49,42:42.8,+3:01.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
78,,BTEST20305198501,LEHTLA Kadri,EST,0+3+1+3,7,56:04.2,,63,,+9:50.2,0,80.0,3:03.0,+1:18.7,79,4:47.9,+1:17.8,82,44:16.1,+4:35.1,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
79,,BTCAN22305198801,CRAWFORD Rosanna,CAN,2+3+2+1,8,56:20.2,,62,,+10:06.2,0,5.0,2:00.6,+16.3,8,3:49.2,+19.1,86,44:30.8,+4:49.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
80,,BTFIN22107198801,TOIVANEN Laura,FIN,3+2+1+2,8,56:36.9,,61,,+10:22.9,0,27.0,2:21.2,+36.9,29,4:08.9,+38.8,85,44:27.9,+4:46.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
81,,BTGER22106199001,GOESSNER Miriam,GER,2+5+1+3,11,57:15.0,,,,+11:01.0,0,73.0,2:57.7,+1:13.4,72,4:41.0,+1:10.9,19,41:33.7,+1:52.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
82,,BTNOR21511199701,ERDAL Karoline,NOR,2+1+1+4,8,57:16.9,,,,+11:02.9,0,95.0,3:36.6,+1:52.3,96,5:28.8,+1:58.7,76,43:47.8,+4:06.8,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
83,,BTLTU21704198501,KOCERGINA Natalja,LTU,3+3+1+3,10,57:28.8,,55,,+11:14.8,0,30.0,2:23.5,+39.2,29,4:08.9,+38.8,66,43:19.7,+3:38.7,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
84,,BTRUS21707199301,TOKAREVA Kristina,BLR,1+4+1+4,10,57:33.3,,,,+11:19.3,0,999.0,2:49.7,+1:05.4,65,4:35.1,+1:05.0,57,42:57.9,+3:16.9,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
85,,BTSVK22711198401,DAUBNEROVA Jana,SVK,2+2+4+2,10,57:33.5,,51,,+11:19.5,0,50.0,2:39.6,+55.3,44,4:18.2,+48.1,64,43:15.2,+3:34.2,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
86,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,3+2+3+2,10,57:36.5,,,,+11:22.5,0,74.0,2:58.3,+1:14.0,84,4:52.3,+1:22.2,51,42:44.0,+3:03.0,BT1617SWRLCP01SWIN,BT1617SWRLCP01,Oestersund,Women 15km Individual,2016-11-30,1617,Female
