Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
11,,BTSWE22803199001,BRORSSON Mona,SWE,0+1+0+1,2,45:32.4,30,130,,+2:48.9,0,30.0,1:55.5,+20.4,20.0,3:25.0,+20.4,30.0,40:07.4,+2:26.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
12,,BTGER20710199701,VOIGT Vanessa,GER,1+0+0+0,1,45:35.3,29,129,,+2:51.8,0,99.0,2:29.9,+54.8,99.0,4:04.3,+59.7,36.0,40:31.0,+2:50.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
13,,BTITA20402199501,VITTOZZI Lisa,ITA,3+0+0+0,3,45:39.1,28,128,,+2:55.6,0,1.0,1:35.1,0.0,4.0,3:11.9,+7.3,13.0,39:27.2,+1:46.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
14,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,0+0+0+1,1,45:48.2,27,127,,+3:04.7,0,94.0,2:24.7,+49.6,95.0,4:01.4,+56.8,47.0,40:46.8,+3:05.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
15,,BTNOR20609199501,LIE Lotte,BEL,0+1+0+0,1,45:53.6,26,126,,+3:10.1,0,36.0,1:57.9,+22.8,36.0,3:31.5,+26.9,60.0,41:22.1,+3:41.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
16,,BTCHN21005199201,ZHANG Yan,CHN,0+0+0+0,0,45:54.5,25,125,,+3:11.0,0,49.0,2:01.4,+26.3,35.0,3:31.3,+26.7,79.0,42:23.2,+4:42.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
17,,BTUKR21801198601,SEMERENKO Valentina,UKR,0+0+0+1,1,45:54.9,24,124,,+3:11.4,0,25.0,1:54.6,+19.5,26.0,3:28.1,+23.5,62.0,41:26.8,+3:45.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
18,,BTSWE22602199901,OEBERG Elvira,SWE,1+1+2+1,5,46:00.1,23,123,,+3:16.6,0,18.0,1:52.5,+17.4,7.0,3:19.2,+14.6,1.0,37:40.9,0.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
19,,BTNOR20601199501,KNOTTEN Karoline Offigstad,NOR,0+0+1+0,1,46:02.3,22,122,,+3:18.8,0,11.0,1:49.9,+14.8,12.0,3:21.4,+16.8,70.0,41:40.9,+4:00.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
20,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,0+1+0+2,3,46:03.4,21,,,+3:19.9,0,78.0,2:14.5,+39.4,84.0,3:51.6,+47.0,11.0,39:11.8,+1:30.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
21,,BTCHN21809199801,MENG Fanqi,CHN,0+0+1+0,1,46:08.7,20,120,,+3:25.2,0,71.0,2:10.2,+35.1,65.0,3:41.6,+37.0,63.0,41:27.1,+3:46.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
22,,BTUKR21909199001,DZHIMA Yuliia,UKR,2+0+0+1,3,46:11.1,19,119,,+3:27.6,0,46.0,2:00.6,+25.5,29.0,3:28.8,+24.2,18.0,39:42.3,+2:01.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
23,,BTGER21103199401,PREUSS Franziska,GER,0+1+2+1,4,46:11.8,18,,,+3:28.3,0,34.0,1:56.7,+21.6,33.0,3:29.5,+24.9,5.0,38:42.3,+1:01.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
24,,BTGER22403199201,HINZ Vanessa,GER,1+1+0+0,2,46:20.3,17,,,+3:36.8,0,58.0,2:05.6,+30.5,58.0,3:39.2,+34.6,45.0,40:41.1,+3:00.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
25,,BTRUS22202199401,MIRONOVA Svetlana,RUS,0+2+0+1,3,46:28.6,16,116,,+3:45.1,0,35.0,1:56.9,+21.8,39.0,3:32.0,+27.4,25.0,39:56.6,+2:15.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
26,,BTLAT22706199101,BENDIKA Baiba,LAT,2+0+0+1,3,46:29.6,15,115,,+3:46.1,0,39.0,1:58.2,+23.1,40.0,3:32.8,+28.2,26.0,39:56.8,+2:15.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
27,,BTCAN21607199701,MOSER Nadia,CAN,0+0+1+1,2,46:32.3,14,114,,+3:48.8,0,14.0,1:51.7,+16.6,18.0,3:24.3,+19.7,55.0,41:08.0,+3:27.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
28,,BTRUS21212199001,KUKLINA Larisa,RUS,0+1+1+1,3,46:33.2,13,,,+3:49.7,0,72.0,2:10.3,+35.2,55.0,3:38.0,+33.4,24.0,39:55.2,+2:14.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
28,,BTFRA21505198701,BESCOND Anais,FRA,0+3+0+1,4,46:33.2,13,113,,+3:49.7,0,65.0,2:09.1,+34.0,56.0,3:38.3,+33.7,6.0,38:54.9,+1:14.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
30,,BTNOR22105199001,ECKHOFF Tiril,NOR,1+1+1+2,5,46:45.0,11,,y,+4:01.5,0,55.0,2:04.0,+28.9,19.0,3:24.5,+19.9,2.0,38:20.5,+39.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
31,,BTFIN20911198701,EDER Mari,FIN,0+1+1+1,3,47:03.5,10,110,,+4:20.0,0,106.0,2:34.7,+59.6,100.0,4:05.4,+1:00.8,27.0,39:58.1,+2:17.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
32,,BTSWE23103199501,MAGNUSSON Anna,SWE,0+1+2+0,3,47:04.1,9,109,,+4:20.6,0,68.0,2:09.6,+34.5,71.0,3:45.0,+40.4,33.0,40:19.1,+2:38.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
33,,BTCZE20102199301,CHARVATOVA Lucie,CZE,1+0+1+2,4,47:04.3,8,108,,+4:20.8,0,32.0,1:56.3,+21.2,9.0,3:20.8,+16.2,19.0,39:43.5,+2:02.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
34,,BTSUI20304198401,GASPARIN Selina,SUI,0+1+0+2,3,47:04.5,7,107,,+4:21.0,0,40.0,1:59.6,+24.5,24.0,3:26.7,+22.1,40.0,40:37.8,+2:56.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
35,,BTBLR21602199601,SOLA Hanna,BLR,0+1+1+2,4,47:04.7,6,106,,+4:21.2,0,12.0,1:51.2,+16.1,6.0,3:17.7,+13.1,20.0,39:47.0,+2:06.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
36,,BTGER21606199601,HETTICH-WALZ Janina,GER,0+2+0+1,3,47:05.0,5,,,+4:21.5,0,44.0,2:00.3,+25.2,37.0,3:31.6,+27.0,37.0,40:33.4,+2:52.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
37,,BTITA20304199001,WIERER Dorothea,ITA,0+2+0+2,4,47:10.9,4,104,r,+4:27.4,0,110.0,2:41.9,+1:06.8,107.0,4:13.4,+1:08.8,8.0,38:57.5,+1:16.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
38,,BTFRA20407199601,BRAISAZ-BOUCHET Justine,FRA,3+0+2+0,5,47:12.3,3,103,,+4:28.8,0,56.0,2:04.3,+29.2,49.0,3:35.9,+31.3,4.0,38:36.4,+55.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
39,,BTSVK22510199201,BATOVSKA FIALKOVA Paulina,SVK,1+1+0+1,3,47:14.9,2,102,,+4:31.4,0,43.0,2:00.2,+25.1,47.0,3:35.7,+31.1,42.0,40:39.2,+2:58.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
40,,BTRUS22803199502,KRUCHINKINA Elena,BLR,0+0+2+1,3,47:16.1,1,101,,+4:32.6,0,31.0,1:56.2,+21.1,47.0,3:35.7,+31.1,43.0,40:40.4,+2:59.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
41,,BTEST20401199501,TOMINGAS Tuuli,EST,1+1+0+1,3,47:17.7,,100,,+4:34.2,0,42.0,2:00.1,+25.0,62.0,3:40.5,+35.9,39.0,40:37.2,+2:56.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
42,,BTCHN20511199101,TANG Jialin,CHN,0+0+1+1,2,47:27.9,,99,,+4:44.4,0,84.0,2:17.6,+42.5,92.0,3:57.0,+52.4,66.0,41:30.9,+3:50.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
43,,BTSWE22406199301,NILSSON Stina,SWE,2+0+0+2,4,47:30.1,,,,+4:46.6,0,73.0,2:10.7,+35.6,69.0,3:43.0,+38.4,21.0,39:47.1,+2:06.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
44,,BTRUS22905199701,VASNETCOVA Valeriia,RUS,0+3+0+1,4,47:42.1,,,,+4:58.6,0,70.0,2:10.1,+35.0,50.0,3:36.6,+32.0,29.0,40:05.5,+2:24.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
45,,BTPOL22205199201,MAKA Anna,POL,0+1+1+1,3,47:51.8,,96,,+5:08.3,0,75.0,2:11.3,+36.2,77.0,3:47.4,+42.8,53.0,41:04.4,+3:23.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
46,,BTEST20305198501,LEHTLA Kadri,EST,0+0+0+0,0,47:57.7,,95,,+5:14.2,0,53.0,2:03.0,+27.9,45.0,3:34.5,+29.9,103.0,44:23.2,+6:42.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
47,,BTPOL21811199701,ZUK Kamila,POL,2+1+1+0,4,47:58.7,,94,,+5:15.2,0,47.0,2:01.0,+25.9,,,,,,,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
48,,BTFRA20211199501,CHEVALIER Chloe,FRA,1+2+1+1,5,47:59.8,,93,,+5:16.3,0,21.0,1:53.0,+17.9,34.0,3:29.6,+25.0,16.0,39:30.2,+1:49.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
49,,BTSUI22909200001,BASERGA Amy,SUI,0+0+0+2,2,48:07.3,,92,,+5:23.8,0,28.0,1:55.2,+20.1,15.0,3:23.2,+18.6,85.0,42:44.1,+5:03.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
50,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,2+1+0+1,4,48:10.5,,91,,+5:27.0,0,9.0,1:49.1,+14.0,14.0,3:22.6,+18.0,48.0,40:47.9,+3:07.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
51,,BTAUT22101199601,LEITINGER Julia,AUT,0+2+0+1,3,48:11.9,,90,,+5:28.4,0,66.0,2:09.3,+34.2,74.0,3:45.8,+41.2,61.0,41:26.1,+3:45.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
52,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,2+2+0+1,5,48:13.7,,,,+5:30.2,0,8.0,1:48.6,+13.5,13.0,3:21.7,+17.1,22.0,39:52.0,+2:11.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
52,,BTKAZ21002199401,VISHNEVSKAYA-SHEPORENKO Galina,KAZ,1+1+1+0,3,48:13.7,,89,,+5:30.2,0,88.0,2:19.4,+44.3,89.0,3:55.3,+50.7,58.0,41:18.4,+3:37.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
54,,BTSUI20212199101,GASPARIN Elisa,SUI,0+1+1+1,3,48:13.9,,,,+5:30.4,0,101.0,2:30.5,+55.4,67.0,3:42.3,+37.7,67.0,41:31.6,+3:50.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
55,,BTMDA21107199501,STREMOUS Alina,MDA,0+3+0+0,3,48:14.2,,86,,+5:30.7,0,109.0,2:40.9,+1:05.8,110.0,4:23.2,+1:18.6,51.0,40:51.0,+3:10.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
56,,BTLTU22503199601,LESCINSKAITE Gabriele,LTU,0+0+0+1,1,48:14.7,,85,,+5:31.2,0,86.0,2:19.2,+44.1,83.0,3:51.5,+46.9,98.0,43:23.2,+5:42.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
57,,BTRUS22610199002,AVVAKUMOVA Ekaterina,KOR,0+2+1+0,3,48:17.1,,84,,+5:33.6,0,52.0,2:02.4,+27.3,63.0,3:40.8,+36.2,69.0,41:36.3,+3:55.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
58,,BTCZE22807199401,JISLOVA Jessica,CZE,2+1+0+1,4,48:21.2,,83,,+5:37.7,0,27.0,1:55.1,+20.0,37.0,3:31.6,+27.0,50.0,40:49.6,+3:08.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
59,,BTGER21803199801,FRUEHWIRT Juliane,GER,0+1+0+0,1,48:21.7,,,,+5:38.2,0,103.0,2:32.6,+57.5,98.0,4:02.4,+57.8,97.0,43:19.3,+5:38.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
60,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,0+2+0+2,4,48:23.4,,81,,+5:39.9,0,69.0,2:09.7,+34.6,68.0,3:42.6,+38.0,44.0,40:40.8,+2:59.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
60,,BTSLO20701200101,KLEMENCIC Ziva,SLO,0+1+2+0,3,48:23.4,,81,,+5:39.9,0,97.0,2:27.4,+52.3,97.0,4:01.9,+57.3,59.0,41:21.5,+3:40.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
62,,BTAUT20301199401,ZDOUC Dunja,AUT,1+0+1+0,2,48:25.2,,79,,+5:41.7,0,33.0,1:56.4,+21.3,46.0,3:34.9,+30.3,88.0,42:50.3,+5:09.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
63,,BTCZE20312199801,VINKLARKOVA Tereza,CZE,1+1+0+1,3,48:27.1,,,,+5:43.6,0,59.0,2:06.3,+31.2,54.0,3:37.7,+33.1,73.0,41:49.4,+4:08.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
64,,BTITA23004199801,COMOLA Samuela,ITA,0+1+0+1,2,48:34.0,,77,,+5:50.5,0,62.0,2:07.7,+32.6,90.0,3:55.8,+51.2,83.0,42:38.2,+4:57.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
65,,BTSLO23112199901,VINDISAR Nika,SLO,0+1+1+0,2,48:35.8,,76,,+5:52.3,0,3.0,1:35.8,+0.7,21.0,3:25.8,+21.2,93.0,43:10.0,+5:29.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
66,,BTUSA21911198701,EGAN Clare,USA,1+0+1+2,4,48:39.5,,75,,+5:56.0,0,92.0,2:23.6,+48.5,94.0,4:00.9,+56.3,41.0,40:38.6,+2:57.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
67,,BTEST23101199601,ERMITS Regina,EST,2+0+0+0,2,48:40.2,,74,,+5:56.7,0,10.0,1:49.3,+14.2,15.0,3:23.2,+18.6,96.0,43:17.0,+5:36.1,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
68,,BTSUI20902199401,GASPARIN Aita,SUI,0+2+1+0,3,48:40.7,,,,+5:57.2,0,22.0,1:53.3,+18.2,28.0,3:28.4,+23.8,75.0,42:12.3,+4:31.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
69,,BTCZE20301199101,PUSKARCIKOVA Eva,CZE,2+1+0+1,4,48:41.6,,,,+5:58.1,0,79.0,2:14.7,+39.6,72.0,3:45.3,+40.7,52.0,40:56.3,+3:15.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
70,,BTBUL21801199801,TODOROVA Milena,BUL,0+3+1+1,5,48:43.4,,71,,+5:59.9,0,60.0,2:06.6,+31.5,60.0,3:40.2,+35.6,28.0,40:03.2,+2:22.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
71,,BTUKR21401199501,MERKUSHYNA Anastasiya,UKR,2+1+0+0,3,48:49.7,,70,,+6:06.2,0,7.0,1:47.4,+12.3,23.0,3:26.5,+21.9,79.0,42:23.2,+4:42.3,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
72,,BTFRA20910199601,SIMON Julia,FRA,3+1+0+2,6,48:51.3,,,,+6:07.8,0,6.0,1:46.5,+11.4,5.0,3:15.7,+11.1,17.0,39:35.6,+1:54.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
73,,BTSWE22706199401,GESTBLOM Linn,SWE,1+1+2+2,6,48:52.7,,,,+6:09.2,0,23.0,1:53.8,+18.7,17.0,3:23.4,+18.8,15.0,39:29.3,+1:48.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
74,,BTSWE20211199501,OEBERG Hanna,SWE,2+3+1+1,7,48:53.4,,,,+6:09.9,0,16.0,1:52.1,+17.0,9.0,3:20.8,+16.2,3.0,38:32.6,+51.7,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
75,,BTCHN22111199901,CHU Yuanmeng,CHN,1+2+0+0,3,48:54.5,,,,+6:11.0,0,17.0,1:52.2,+17.1,22.0,3:26.4,+21.8,82.0,42:28.1,+4:47.2,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
76,,BTKAZ20609198901,KLIMINA Darya,KAZ,1+2+0+0,3,49:04.0,,65,,+6:20.5,0,107.0,2:38.4,+1:03.3,108.0,4:17.6,+1:13.0,72.0,41:46.4,+4:05.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
77,,BTNOR20504199701,LIEN Ida,NOR,0+3+0+2,5,49:04.9,,,,+6:21.4,0,81.0,2:15.5,+40.4,85.0,3:52.1,+47.5,31.0,40:12.8,+2:31.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
78,,BTBLR23007199101,LESHCHANKA Iryna,BLR,0+0+2+2,4,49:09.2,,,,+6:25.7,0,80.0,2:14.9,+39.8,82.0,3:51.3,+46.7,57.0,41:17.9,+3:37.0,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
79,,BTCAN21903199401,BEAUDRY Sarah,CAN,0+0+0+1,1,49:17.1,,62,,+6:33.6,0,15.0,1:51.9,+16.8,24.0,3:26.7,+22.1,108.0,44:50.4,+7:09.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
80,,BTFIN20812199401,MINKKINEN Suvi,FIN,1+0+1+1,3,49:21.2,,61,,+6:37.7,0,87.0,2:19.3,+44.2,88.0,3:54.4,+49.8,81.0,42:26.8,+4:45.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
81,,BTAUT21409199901,JUPPE Anna,AUT,2+0+1+1,4,49:26.4,,,,+6:42.9,0,111.0,2:49.5,+1:14.4,109.0,4:20.9,+1:16.3,54.0,41:05.5,+3:24.6,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
82,,BTUSA22806199201,REID Joanne,USA,1+1+0+2,4,49:27.1,,57,,+6:43.6,0,108.0,2:40.6,+1:05.5,105.0,4:11.7,+1:07.1,56.0,41:15.4,+3:34.5,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
83,,BTPOL22404199901,PICZURA Magda,POL,1+1+1+0,3,50:01.9,,,,+7:18.4,0,85.0,2:18.5,+43.4,76.0,3:46.6,+42.0,94.0,43:15.3,+5:34.4,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
84,,BTROU22509199501,TOLMACHEVA Anastasia,ROU,1+1+0+1,3,50:03.4,,53,,+7:19.9,0,51.0,2:01.6,+26.5,42.0,3:33.6,+29.0,100.0,43:29.8,+5:48.9,BT2122SWRLCP01SWIN,BT2122SWRLCP01,Oestersund,Women 15km Individual,2021-11-27,2122,Female
