Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
22,,BTRUS12802198801,BOCHARNIKOV Sergey,BLR,0+1,1,25:46.1,19,119,,+1:27.8,0,90.0,1:12.4,+25.5,92,1:54.3,+28.9,33,23:14.0,+1:14.2,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
23,,BTCRO10108198701,FAK Jakov,SLO,0+2,2,25:46.5,18,118,,+1:28.2,0,49.0,1:00.6,+13.7,40,1:39.5,+14.1,30,23:10.4,+1:10.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
24,,BTGER12403199001,DOLL Benedikt,GER,2+2,4,25:47.0,17,117,,+1:28.7,0,999.0,1:04.7,+17.8,69,1:45.0,+19.6,5,22:19.9,+20.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
25,,BTRUS12103199401,LATYPOV Eduard,RUS,0+2,2,25:47.2,16,116,,+1:28.9,0,999.0,58.2,+11.3,47,1:40.8,+15.4,28,23:05.7,+1:05.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
26,,BTCZE11802199401,VACLAVIK Adam,CZE,1+0,1,25:47.4,15,115,,+1:29.1,0,61.0,1:04.0,+17.1,67,1:44.4,+19.0,51,23:28.1,+1:28.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
27,,BTSWE12803199701,SAMUELSSON Sebastian,SWE,0+3,3,25:48.1,14,114,,+1:29.8,0,82.0,1:08.3,+21.4,54,1:41.9,+16.5,17,22:47.3,+47.5,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
28,,BTBLR11005199301,YALIOTNAU Raman,BLR,1+1,2,25:52.5,13,113,,+1:34.2,0,83.0,1:08.6,+21.7,78,1:47.8,+22.4,26,23:05.2,+1:05.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
29,,BTRUS11302198801,GARANICHEV Evgenii,RUS,0+1,1,25:54.2,12,,,+1:35.9,0,11.0,51.2,+4.3,9,1:32.1,+6.7,68,23:44.7,+1:44.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
30,,BTNOR11102198801,BIRKELAND Lars Helge,NOR,1+1,2,25:55.7,11,,,+1:37.4,0,7.0,49.6,+2.7,4,1:29.6,+4.2,49,23:25.9,+1:26.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
31,,BTLTU10105199001,KAUKENAS Tomas,LTU,0+1,1,25:57.5,10,110,,+1:39.2,0,28.0,56.9,+10.0,28,1:37.2,+11.8,69,23:46.9,+1:47.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
32,,BTGER11411198801,SCHEMPP Simon,GER,1+1,2,26:01.4,9,109,,+1:43.1,0,999.0,1:03.1,+16.2,58,1:42.4,+17.0,45,23:20.7,+1:20.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
33,,BTGER11705198801,LESSER Erik,GER,2+2,4,26:03.7,8,,,+1:45.4,0,1.0,46.9,0.0,1,1:25.4,0.0,20,22:54.8,+55.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
34,,BTSLO10901198601,BAUER Klemen,SLO,1+2,3,26:05.4,7,107,,+1:47.1,0,3.0,47.8,+0.9,2,1:27.9,+2.5,36,23:15.4,+1:15.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
35,,BTUKR13004198701,PRYMA Artem,UKR,0+2,2,26:06.2,6,106,,+1:47.9,0,999.0,1:04.9,+18.0,72,1:46.7,+21.3,44,23:20.2,+1:20.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
36,,BTCZE10302198301,SLESINGR Michal,CZE,0+0,0,26:09.4,5,105,,+1:51.1,0,77.0,1:06.5,+19.6,74,1:46.9,+21.5,88,24:10.9,+2:11.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
37,,BTRUS10503199601,PORSHNEV Nikita,RUS,0+2,2,26:10.1,4,,,+1:51.8,0,999.0,58.7,+11.8,33,1:38.0,+12.6,56,23:32.6,+1:32.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
38,,BTFIN12501199601,SEPPALA Tero,FIN,2+1,3,26:12.2,3,103,,+1:53.9,0,52.0,1:01.5,+14.6,56,1:42.0,+16.6,32,23:12.2,+1:12.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
39,,BTCZE12112199801,STVRTECKY Jakub,CZE,0+2,2,26:12.8,2,,,+1:54.5,0,106.0,1:25.6,+38.7,106,2:05.9,+40.5,31,23:11.5,+1:11.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
40,,BTNOR11610198801,STENERSEN Torstein,SWE,1+1,2,26:13.0,1,101,,+1:54.7,0,999.0,58.2,+11.3,22,1:36.0,+10.6,63,23:39.6,+1:39.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
41,,BTRUS10208199101,BABIKOV Anton,RUS,0+1,1,26:13.3,,,b,+1:55.0,0,13.0,52.9,+6.0,11,1:32.6,+7.2,82,24:02.8,+2:03.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
42,,BTBUL10109199301,SINAPOV Anton,BUL,1+1,2,26:14.5,,99,,+1:56.2,0,8.0,49.8,+2.9,5,1:30.4,+5.0,65,23:43.4,+1:43.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
43,,BTBEL12410199101,LANGER Thierry,BEL,1+1,2,26:14.6,,98,,+1:56.3,0,98.0,1:16.5,+29.6,93,1:54.8,+29.4,48,23:23.6,+1:23.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
44,,BTBUL12703199201,GERDZHIKOV Dimitar,BUL,1+0,1,26:16.2,,97,,+1:57.9,0,33.0,58.3,+11.4,43,1:40.0,+14.6,81,24:01.8,+2:02.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
45,,BTNOR11205199201,CHRISTIANSEN Vetle Sjaastad,NOR,2+1,3,26:16.8,,,,+1:58.5,0,60.0,1:03.6,+16.7,62,1:43.6,+18.2,35,23:14.5,+1:14.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
46,,BTUKR11311199201,TKALENKO Ruslan,UKR,0+2,2,26:18.5,,95,,+2:00.2,0,999.0,55.2,+8.3,15,1:33.7,+8.3,70,23:47.4,+1:47.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
47,,BTSUI10510198901,WEGER Benjamin,SUI,1+2,3,26:19.4,,94,,+2:01.1,0,96.0,1:15.8,+28.9,97,1:56.9,+31.5,21,23:00.4,+1:00.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
48,,BTSWE10310199201,NELIN Jesper,SWE,3+1,4,26:20.1,,93,,+2:01.8,0,95.0,1:13.9,+27.0,95,1:56.1,+30.7,15,22:40.5,+40.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
49,,BTITA10611198901,WINDISCH Dominik,ITA,1+2,3,26:20.4,,92,,+2:02.1,0,999.0,1:05.3,+18.4,53,1:41.8,+16.4,47,23:22.2,+1:22.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
50,,BTFRA11305199201,FINELLO Jeremy,SUI,1+2,3,26:22.8,,91,,+2:04.5,0,78.0,1:06.9,+20.0,81,1:48.8,+23.4,37,23:15.7,+1:15.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
51,,BTUKR11712199601,DUDCHENKO Anton,UKR,1+1,2,26:23.4,,90,,+2:05.1,0,999.0,1:07.7,+20.8,75,1:47.0,+21.6,61,23:38.4,+1:38.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
52,,BTBUL11606198701,ANEV Krasimir,BUL,0+2,2,26:23.5,,,,+2:05.2,0,34.0,58.6,+11.7,41,1:39.6,+14.2,67,23:44.1,+1:44.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
53,,BTUKR12108199601,LESIUK Taras,UKR,1+0,1,26:23.6,,,,+2:05.3,0,22.0,55.3,+8.4,16,1:34.5,+9.1,90,24:14.0,+2:14.2,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
54,,BTRUS10302198801,LAPSHIN Timofei,KOR,0+2,2,26:24.2,,87,,+2:05.9,0,5.0,48.9,+2.0,6,1:31.0,+5.6,75,23:54.3,+1:54.5,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
55,,BTSWE12403199201,FEMLING Peppe,SWE,1+1,2,26:25.4,,,,+2:07.1,0,999.0,1:04.7,+17.8,61,1:43.5,+18.1,66,23:43.9,+1:44.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
56,,BTJPN11705198801,TACHIZAKI Mikito,JPN,0+1,1,26:28.7,,85,,+2:10.4,0,9.0,50.0,+3.1,7,1:31.1,+5.7,95,24:20.6,+2:20.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
57,,BTGER10811199401,HORN Philipp,GER,3+1,4,26:31.9,,,,+2:13.6,0,57.0,1:02.8,+15.9,48,1:41.1,+15.7,27,23:05.6,+1:05.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
58,,BTRUS11903198701,MALYSHKO Dmitry,RUS,2+2,4,26:32.6,,,,+2:14.3,0,999.0,1:05.9,+19.0,76,1:47.1,+21.7,23,23:02.4,+1:02.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
59,,BTSUI12007199001,WIESTNER Serafin,SUI,1+2,3,26:34.4,,,,+2:16.1,0,999.0,56.2,+9.3,16,1:34.5,+9.1,59,23:36.1,+1:36.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
60,,BTAUT11303198801,LANDERTINGER Dominik,AUT,1+2,3,26:35.6,,81,,+2:17.3,0,99.0,1:20.1,+33.2,100,1:59.9,+34.5,33,23:14.0,+1:14.2,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
61,,BTSWE10809199501,PONSILUOMA Martin,SWE,3+2,5,26:35.7,,,,+2:17.4,0,19.0,55.1,+8.2,14,1:33.4,+8.0,19,22:54.0,+54.2,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
62,,BTUSA11705198901,NORDGREN Leif,USA,2+1,3,26:36.8,,79,,+2:18.5,0,14.0,53.0,+6.1,19,1:35.2,+9.8,60,23:37.8,+1:38.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
63,,BTCAN12803199301,GOW Christian,CAN,1+2,3,26:38.4,,78,,+2:20.1,0,6.0,49.5,+2.6,8,1:31.2,+5.8,64,23:43.1,+1:43.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
64,,BTUKR10511199101,PIDRUCHNYI Dmytro,UKR,1+3,4,26:42.8,,,,+2:24.5,0,999.0,56.4,+9.5,38,1:39.4,+14.0,42,23:18.1,+1:18.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
65,,BTJPN10710199201,OZAKI Kosuke,JPN,0+2,2,26:44.6,,76,,+2:26.3,0,999.0,56.2,+9.3,23,1:36.1,+10.7,85,24:09.5,+2:09.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
66,,BTSLO12808199201,TRSAN Rok,SLO,0+1,1,26:45.2,,75,,+2:26.9,0,41.0,59.0,+12.1,42,1:39.7,+14.3,97,24:30.8,+2:31.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
67,,BTLTU12811199201,STROLIA Vytautas,LTU,0+3,3,26:45.9,,74,,+2:27.6,0,102.0,1:21.4,+34.5,105,2:02.9,+37.5,43,23:19.0,+1:19.2,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
68,,BTUSA10806199501,DOHERTY Sean,USA,0+2,2,26:47.3,,73,,+2:29.0,0,999.0,58.7,+11.8,34,1:38.3,+12.9,87,24:09.7,+2:09.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
69,,BTCAN10611199001,GOW Scott,CAN,0+3,3,26:48.0,,72,,+2:29.7,0,10.0,50.1,+3.2,12,1:33.1,+7.7,73,23:51.6,+1:51.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
70,,BTCRO10401199501,CRNKOVIC Kresimir,CRO,0+2,2,26:50.0,,71,,+2:31.7,0,97.0,1:16.0,+29.1,99,1:58.9,+33.5,71,23:50.4,+1:50.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
71,,BTITA10712199201,MONTELLO Giuseppe,ITA,0+3,3,26:50.5,,,,+2:32.2,0,63.0,1:04.4,+17.5,72,1:46.7,+21.3,58,23:35.7,+1:35.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
72,,BTCHN12809198901,TANG Jinle,CHN,0+0,0,26:51.2,,69,,+2:32.9,0,86.0,1:10.8,+23.9,88,1:50.8,+25.4,101,24:47.2,+2:47.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
73,,BTCAN12912199601,BURNOTTE Jules,CAN,2+2,4,26:53.7,,68,,+2:35.4,0,999.0,56.4,+9.5,27,1:37.0,+11.6,54,23:31.9,+1:32.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
74,,BTKAZ11401199701,YEREMIN Roman,KAZ,1+3,4,26:55.7,,67,,+2:37.4,0,89.0,1:12.2,+25.3,91,1:53.8,+28.4,38,23:16.1,+1:16.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
75,,BTBLR11904199701,LABASTAU Mikita,BLR,1+3,4,26:58.8,,66,,+2:40.5,0,54.0,1:02.4,+15.5,36,1:38.9,+13.5,57,23:33.7,+1:33.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
76,,BTSVK11107199601,BARTKO Simon,SVK,1+2,3,27:04.7,,65,,+2:46.4,0,2.0,47.0,+0.1,65,1:44.0,+18.6,77,23:55.6,+1:55.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
77,,BTEST11909199201,ERMITS Kalev,EST,2+3,5,27:08.5,,64,,+2:50.2,0,999.0,1:00.2,+13.3,43,1:40.0,+14.6,40,23:17.5,+1:17.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
78,,BTFIN10202199101,HIIDENSALO Olli,FIN,1+3,4,27:10.4,,63,,+2:52.1,0,79.0,1:07.4,+20.5,85,1:50.3,+24.9,53,23:31.8,+1:32.0,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
79,,BTROU12710198901,PUCHIANU Cornel,ROU,0+3,3,27:11.0,,62,,+2:52.7,0,999.0,1:07.7,+20.8,90,1:51.4,+26.0,78,23:56.7,+1:56.9,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
80,,BTSVK12508198701,OTCENAS Martin,SVK,1+2,3,27:13.0,,61,,+2:54.7,0,84.0,1:09.5,+22.6,86,1:50.4,+25.0,79,23:58.6,+1:58.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
81,,BTBLR11612199601,SMOLSKI Anton,BLR,4+1,5,27:14.0,,,,+2:55.7,0,69.0,1:05.2,+18.3,70,1:45.5,+20.1,41,23:17.9,+1:18.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
82,,BTAUT13012199101,LEMMERER Harald,AUT,1+2,3,27:14.5,,57,,+2:56.2,0,50.0,1:00.7,+13.8,45,1:40.3,+14.9,86,24:09.6,+2:09.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
83,,BTLAT13012199301,PATRIJUKS Aleksandrs,LAT,2+1,3,27:14.7,,55,,+2:56.4,0,999.0,54.6,+7.7,12,1:33.1,+7.7,93,24:19.5,+2:19.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
84,,BTCZE10906198401,MORAVEC Ondrej,CZE,1+3,4,27:14.8,,,,+2:56.5,0,101.0,1:21.1,+34.2,101,2:00.1,+34.7,52,23:28.6,+1:28.8,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
85,,BTAUT13112199601,LEITNER Felix,AUT,1+3,4,27:19.4,,,,+3:01.1,0,999.0,1:21.9,+35.0,102,2:00.3,+34.9,55,23:32.5,+1:32.7,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
86,,BTROU10405199301,BUTA George,ROU,3+0,3,27:24.7,,49,,+3:06.4,0,999.0,1:03.1,+16.2,68,1:44.7,+19.3,91,24:15.9,+2:16.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
87,,BTAUT12302198301,EDER Simon,AUT,1+4,5,27:27.2,,,,+3:08.9,0,91.0,1:12.7,+25.8,88,1:50.8,+25.4,50,23:27.1,+1:27.3,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
88,,BTKAZ11604199301,BRAUN Maxim,KAZ,0+0,0,27:29.0,,45,,+3:10.7,0,999.0,55.2,+8.3,31,1:37.6,+12.2,107,25:38.2,+3:38.4,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
89,,BTEST10210199401,ZAHKNA Rene,EST,3+0,3,27:29.2,,43,,+3:10.9,0,999.0,1:05.9,+19.0,83,1:50.2,+24.8,89,24:13.4,+2:13.6,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
90,,BTSLO12201199401,DOVZAN Miha,SLO,2+0,2,27:32.2,,,,+3:13.9,0,30.0,57.9,+11.0,59,1:42.6,+17.2,100,24:46.9,+2:47.1,BT1920SWRLCP01SMSP,BT1920SWRLCP01,Oestersund,Men 10km Sprint,2019-12-01,1920,Male
