Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
30,,BTCZE10906198401,MORAVEC Ondrej,CZE,1+1+0+0,2,50:07.1,11,111,,+2:57.9,0,999.0,1:55.0,+26.0,40,3:04.7,+30.3,46,44:39.0,+2:39.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
31,,BTUKR12212199301,TYSHCHENKO Artem,UKR,0+0+0+0,0,50:13.6,10,110,,+3:04.4,0,999.0,2:03.0,+34.0,64,3:12.6,+38.2,95,46:37.3,+4:37.6,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
32,,BTFRA11608199201,FILLON MAILLET Quentin,FRA,1+1+1+0,3,50:14.0,9,,,+3:04.8,0,999.0,2:00.0,+31.0,47,3:08.2,+33.8,17,43:41.0,+1:41.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
33,,BTAUT11303198801,LANDERTINGER Dominik,AUT,1+1+1+0,3,50:17.6,8,108,,+3:08.4,0,999.0,2:04.0,+35.0,66,3:12.8,+38.4,18,43:41.6,+1:41.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
34,,BTKAZ11401199701,YEREMIN Roman,KAZ,1+0+1+1,3,50:21.6,7,107,,+3:12.4,0,999.0,1:51.0,+22.0,24,3:01.2,+26.8,23,43:56.4,+1:56.7,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
35,,BTNOR12907198801,BOE Tarjei,NOR,2+1+0+0,3,50:22.3,6,,,+3:13.1,0,999.0,1:49.0,+20.0,11,2:55.4,+21.0,27,44:03.2,+2:03.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
36,,BTRUS11302198801,GARANICHEV Evgenii,RUS,0+1+1+1,3,50:26.3,5,,,+3:17.1,0,999.0,1:52.0,+23.0,19,3:00.0,+25.6,26,44:01.6,+2:01.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
37,,BTAUT10911198601,EBERHARD Julian,AUT,1+2+0+1,4,50:31.7,4,,,+3:22.5,0,999.0,1:56.0,+27.0,31,3:03.2,+28.8,6,43:04.5,+1:04.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
38,,BTFIN12501199601,SEPPALA Tero,FIN,1+1+1+0,3,50:32.5,3,103,,+3:23.3,0,999.0,2:01.0,+32.0,54,3:10.6,+36.2,25,43:59.5,+1:59.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
38,,BTNOR13007199001,BJOENTEGAARD Erlend,NOR,0+2+1+1,4,50:32.5,3,,,+3:23.3,0,999.0,2:06.0,+37.0,71,3:13.9,+39.5,3,42:54.9,+55.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
40,,BTUSA11705198901,NORDGREN Leif,USA,1+0+0+1,2,50:33.7,1,101,,+3:24.5,0,999.0,1:50.0,+21.0,17,2:59.3,+24.9,68,45:11.0,+3:11.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
41,,BTCZE10302198301,SLESINGR Michal,CZE,1+1+0+0,2,50:34.0,,100,,+3:24.8,0,999.0,2:11.0,+42.0,80,3:18.2,+43.8,57,44:53.7,+2:54.0,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
42,,BTPOL12008199101,GUZIK Grzegorz,POL,0+0+1+1,2,50:36.4,,99,,+3:27.2,0,999.0,1:46.0,+17.0,14,2:57.0,+22.6,71,45:15.3,+3:15.6,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
43,,BTBLR11507198801,CHEPELIN Vladimir,BLR,0+0+2+2,4,50:39.0,,98,,+3:29.8,0,999.0,1:50.0,+21.0,29,3:02.2,+27.8,8,43:15.3,+1:15.6,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
44,,BTNOR10311199601,PETTERSEN Sindre,NOR,0+1+1+1,3,50:46.0,,,,+3:36.8,0,999.0,2:03.0,+34.0,46,3:07.4,+33.0,33,44:14.0,+2:14.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
45,,BTITA10611198901,WINDISCH Dominik,ITA,0+2+1+0,3,50:46.3,,96,,+3:37.1,0,81.0,2:08.0,+39.0,79,3:18.1,+43.7,29,44:05.2,+2:05.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
46,,BTSUI10510198901,WEGER Benjamin,SUI,0+1+2+1,4,50:47.8,,95,,+3:38.6,0,999.0,2:11.0,+42.0,84,3:19.4,+45.0,5,43:03.9,+1:04.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
47,,BTSVK12308199001,HASILLA Tomas,SVK,1+0+1+0,2,50:50.1,,94,,+3:40.9,0,82.0,2:09.0,+40.0,87,3:21.9,+47.5,64,45:05.3,+3:05.6,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
48,,BTPOL11906199101,NEDZA-KUBINIEC Andrzej,POL,0+0+0+1,1,50:52.0,,93,,+3:42.8,0,999.0,1:57.0,+28.0,44,3:06.6,+32.2,91,46:21.9,+4:22.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
49,,BTBUL11606198701,ANEV Krasimir,BUL,0+1+2+0,3,50:52.7,,92,,+3:43.5,0,999.0,2:04.0,+35.0,67,3:13.4,+39.0,34,44:14.5,+2:14.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
50,,BTPOL10104198801,SZCZUREK Lukasz,POL,0+1+0+1,2,50:53.4,,91,,+3:44.2,0,999.0,1:49.0,+20.0,31,3:03.2,+28.8,78,45:27.6,+3:27.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
51,,BTGER10405198301,ROESCH Michael,BEL,2+0+0+0,2,50:54.5,,90,,+3:45.3,0,999.0,1:59.0,+30.0,50,3:09.7,+35.3,74,45:20.2,+3:20.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
52,,BTGER11803198701,PEIFFER Arnd,GER,0+1+0+2,3,50:58.3,,,,+3:49.1,0,999.0,1:58.0,+29.0,27,3:01.7,+27.3,43,44:31.0,+2:31.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
53,,BTAUT11711198701,GROSSEGGER Sven,AUT,0+0+1+1,2,50:58.7,,,,+3:49.5,0,999.0,1:52.0,+23.0,36,3:04.2,+29.8,81,45:30.2,+3:30.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
54,,BTFRA11305199201,FINELLO Jeremy,SUI,1+0+0+2,3,51:02.7,,87,,+3:53.5,0,999.0,2:03.0,+34.0,73,3:14.7,+40.3,42,44:26.0,+2:26.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
55,,BTBLR11612199601,SMOLSKI Anton,BLR,1+0+0+1,2,51:09.6,,86,,+4:00.4,0,999.0,2:03.0,+34.0,72,3:14.1,+39.7,80,45:29.9,+3:30.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
56,,BTSLO12808199201,TRSAN Rok,SLO,0+1+1+0,2,51:11.8,,85,,+4:02.6,0,106.0,2:32.0,+1:03.0,105,3:43.1,+1:08.7,63,45:04.1,+3:04.4,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
57,,BTCZE10801198801,KRUPCIK Tomas,CZE,0+0+0+3,3,51:26.9,,,,+4:17.7,0,999.0,2:14.0,+45.0,81,3:18.4,+44.0,49,44:44.6,+2:44.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
58,,BTGER12403199001,DOLL Benedikt,GER,0+2+0+3,5,51:30.4,,,,+4:21.2,0,999.0,1:55.0,+26.0,18,2:59.5,+25.1,7,43:06.9,+1:07.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
59,,BTUSA10806199501,DOHERTY Sean,USA,0+2+1+0,3,51:37.4,,82,,+4:28.2,0,999.0,2:00.0,+31.0,43,3:06.5,+32.1,65,45:08.1,+3:08.4,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
60,,BTFIN11909199101,GRONMAN Tuomas,FIN,0+1+1+1,3,51:40.4,,81,,+4:31.2,0,999.0,1:50.0,+21.0,22,3:00.8,+26.4,69,45:13.0,+3:13.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
60,,BTNOR12303198601,L'ABEE-LUND Henrik,NOR,3+1+0+0,4,51:40.4,,,,+4:31.2,0,999.0,2:04.0,+35.0,57,3:11.5,+37.1,28,44:03.8,+2:04.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
62,,BTMDA12209199601,USOV Mihail,MDA,0+0+1+1,2,51:41.9,,79,,+4:32.7,0,999.0,2:14.0,+45.0,94,3:27.9,+53.5,84,45:51.6,+3:51.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
63,,BTBLR11005199301,YALIOTNAU Raman,BLR,1+1+1+1,4,51:48.3,,78,,+4:39.1,0,999.0,1:53.0,+24.0,39,3:04.5,+30.1,36,44:19.9,+2:20.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
64,,BTRUS10302198801,LAPSHIN Timofei,KOR,0+1+2+1,4,51:50.9,,77,,+4:41.7,0,1.0,1:29.0,0.0,1,2:34.4,0.0,56,44:51.7,+2:52.0,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
65,,BTFRA11111199101,CLAUDE Florent,BEL,2+1+0+0,3,51:54.1,,76,,+4:44.9,0,999.0,2:10.0,+41.0,88,3:22.2,+47.8,66,45:09.9,+3:10.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
66,,BTBLR11012199501,VARABEI Maksim,BLR,0+2+0+1,3,51:55.0,,,,+4:45.8,0,999.0,1:55.0,+26.0,31,3:03.2,+28.8,79,45:29.2,+3:29.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
67,,BTROU10405199301,BUTA George,ROU,1+1+0+0,2,51:57.9,,74,,+4:48.7,0,999.0,2:04.0,+35.0,77,3:15.8,+41.4,90,46:17.8,+4:18.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
68,,BTITA10712199201,MONTELLO Giuseppe,ITA,2+0+0+2,4,52:04.5,,73,,+4:55.3,0,999.0,1:59.0,+30.0,38,3:04.3,+29.9,45,44:33.8,+2:34.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
69,,BTLTU10105199001,KAUKENAS Tomas,LTU,0+1+0+2,3,52:08.7,,72,,+4:59.5,0,999.0,2:07.0,+38.0,76,3:15.3,+40.9,82,45:30.9,+3:31.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
70,,BTSWE12403199201,FEMLING Peppe,SWE,1+0+1+0,2,52:09.5,,,,+5:00.3,0,999.0,2:00.0,+31.0,52,3:10.0,+35.6,93,46:36.0,+4:36.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
71,,BTSLO10901198601,BAUER Klemen,SLO,0+2+1+2,5,52:23.2,,70,,+5:14.0,0,999.0,1:59.0,+30.0,41,3:05.3,+30.9,22,43:54.0,+1:54.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
72,,BTJPN10710199201,OZAKI Kosuke,JPN,0+2+2+0,4,52:23.5,,69,,+5:14.3,0,999.0,2:06.0,+37.0,61,3:12.2,+37.8,51,44:48.0,+2:48.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
73,,BTITA12908199101,BORMOLINI Thomas,ITA,1+1+0+2,4,52:34.3,,,,+5:25.1,0,93.0,2:16.0,+47.0,85,3:20.0,+45.6,55,44:51.2,+2:51.5,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
74,,BTUKR11706198801,KILCHYTSKYY Vitaliy,UKR,0+2+0+1,3,52:51.1,,,,+5:41.9,0,999.0,2:01.0,+32.0,69,3:13.8,+39.4,88,46:11.5,+4:11.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
75,,BTSLO12201199401,DOVZAN Miha,SLO,1+3+0+1,5,52:52.5,,,,+5:43.3,0,6.0,1:43.0,+14.0,4,2:48.1,+13.7,47,44:40.9,+2:41.2,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
76,,BTFRA12212199401,CLAUDE Fabien,FRA,2+3+0+1,6,53:01.1,,,,+5:51.9,0,999.0,2:14.0,+45.0,78,3:17.6,+43.2,11,43:22.8,+1:23.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
77,,BTGER10811199401,HORN Philipp,GER,3+1+0+1,5,53:13.5,,,,+6:04.3,0,999.0,1:52.0,+23.0,20,3:00.2,+25.8,53,44:48.8,+2:49.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
78,,BTLTU12811199201,STROLIA Vytautas,LTU,2+0+0+1,3,53:18.0,,63,,+6:08.8,0,999.0,1:57.0,+28.0,65,3:12.7,+38.3,96,46:39.6,+4:39.9,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
79,,BTBUL11703198701,ILIEV Vladimir,BUL,0+2+3+1,6,53:23.4,,62,,+6:14.2,0,999.0,2:01.0,+32.0,62,3:12.3,+37.9,19,43:49.0,+1:49.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
80,,BTROU12710198901,PUCHIANU Cornel,ROU,0+2+1+2,5,53:26.4,,61,,+6:17.2,0,999.0,1:56.0,+27.0,49,3:08.8,+34.4,58,44:54.4,+2:54.7,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
81,,BTLAT12409199201,LUSA Daumants,LAT,0+1+0+1,2,53:40.2,,59,,+6:31.0,0,999.0,2:02.0,+33.0,56,3:11.0,+36.6,106,48:05.8,+6:06.1,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
82,,BTFIN10202199101,HIIDENSALO Olli,FIN,0+2+2+0,4,53:44.1,,57,,+6:34.9,0,88.0,2:12.0,+43.0,92,3:26.6,+52.2,85,45:53.4,+3:53.7,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
83,,BTFIN10108199701,RANTA Jaakko,FIN,2+0+1+1,4,53:46.6,,,,+6:37.4,0,2.0,1:35.0,+6.0,2,2:44.6,+10.2,94,46:36.1,+4:36.4,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
84,,BTRUS11912198601,SLEPOV Alexey,RUS,1+3+1+1,6,53:47.0,,,,+6:37.8,0,999.0,2:20.0,+51.0,96,3:28.6,+54.2,20,43:53.0,+1:53.3,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
85,,BTCZE11802199401,VACLAVIK Adam,CZE,2+1+1+1,5,53:47.9,,,,+6:38.7,0,94.0,2:17.0,+48.0,93,3:27.7,+53.3,61,44:57.3,+2:57.6,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
86,,BTEST12312198901,REMMELG Martin,EST,2+0+0+1,3,53:48.7,,49,,+6:39.5,0,999.0,1:55.0,+26.0,42,3:05.7,+31.3,103,47:17.5,+5:17.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
87,,BTITA10211199201,CHENAL Thierry,ITA,0+1+2+1,4,53:57.2,,,,+6:48.0,0,999.0,2:10.0,+41.0,83,3:19.3,+44.9,88,46:11.5,+4:11.8,BT1819SWRLCP01SMIN,BT1819SWRLCP01,Pokljuka,Men 20km Individual,2018-12-06,1819,Male
