Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
15,,BTFRA11608199201,FILLON MAILLET Quentin,FRA,2+0+0+0,2,52:19.4,26,126,y,+2:42.9,0,16.0,1:50.9,+17.5,21.0,3:35.7,+15.4,18.0,46:07.9,+2:19.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
16,,BTNOR12305199701,DALE-SKJEVDAL Johannes,NOR,0+0+1+2,3,52:31.4,25,,,+2:54.9,0,18.0,1:52.7,+19.3,31.0,3:44.2,+23.9,5.0,45:09.9,+1:21.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
17,,BTGER13012199601,STRELOW Justus,GER,1+1+0+0,2,52:34.1,24,124,,+2:57.6,0,3.0,1:41.1,+7.7,3.0,3:23.6,+3.3,28.0,46:34.3,+2:45.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
18,,BTGER11302199301,NAWRATH Philipp,GER,0+1+1+0,2,52:36.6,23,,,+3:00.1,0,50.0,2:04.6,+31.2,43.0,3:48.3,+28.0,20.0,46:12.2,+2:23.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
19,,BTSUI11901199801,STALDER Sebastian,SUI,0+0+1+0,1,52:37.1,22,122,,+3:00.6,0,40.0,2:00.8,+27.4,46.0,3:48.8,+28.5,42.0,47:10.4,+3:21.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
20,,BTGER12403199001,DOLL Benedikt,GER,1+1+0+1,3,52:40.5,21,,,+3:04.0,0,13.0,1:49.6,+16.2,10.0,3:27.7,+7.4,12.0,45:37.7,+1:49.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
21,,BTSWE12403199201,FEMLING Peppe,SWE,1+1+0+0,2,52:54.4,20,,,+3:17.9,0,5.0,1:42.5,+9.1,4.0,3:25.3,+5.0,34.0,46:54.1,+3:05.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
22,,BTBUL11703198701,ILIEV Vladimir,BUL,0+1+0+1,2,52:55.5,19,119,,+3:19.0,0,45.0,2:03.2,+29.8,70.0,3:57.0,+36.7,25.0,46:23.2,+2:34.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
23,,BTNOR10407199901,ANDERSEN Filip Fjeld,NOR,0+1+0+1,2,52:57.9,18,,,+3:21.4,0,73.0,2:13.0,+39.6,58.0,3:53.2,+32.9,26.0,46:29.1,+2:40.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
24,,BTITA11904199801,BRAUNHOFER Patrick,ITA,0+0+1+0,1,53:08.4,17,117,,+3:31.9,0,17.0,1:51.2,+17.8,13.0,3:31.3,+11.0,51.0,48:00.7,+4:12.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
25,,BTFRA12906200101,PERROT Eric,FRA,1+0+0+1,2,53:10.9,16,116,,+3:34.4,0,36.0,2:00.5,+27.1,38.0,3:46.4,+26.1,32.0,46:48.4,+2:59.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
26,,BTGER11911199101,KUEHN Johannes,GER,0+0+2+2,4,53:18.9,15,,,+3:42.4,0,26.0,1:55.6,+22.2,20.0,3:34.9,+14.6,6.0,45:10.7,+1:22.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
27,,BTCZE12112199801,STVRTECKY Jakub,CZE,0+2+1+0,3,53:21.9,14,114,,+3:45.4,0,83.0,2:21.1,+47.7,83.0,4:09.1,+48.8,11.0,45:37.6,+1:49.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
28,,BTFRA11107199501,JACQUELIN Emilien,FRA,1+2+1+0,4,53:36.3,13,,,+3:59.8,0,55.0,2:06.3,+32.9,45.0,3:48.7,+28.4,7.0,45:13.6,+1:25.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
29,,BTCRO10108198701,FAK Jakov,SLO,0+1+2+0,3,53:43.1,12,112,,+4:06.6,0,20.0,1:52.9,+19.5,18.0,3:34.6,+14.3,27.0,46:33.6,+2:45.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
30,,BTUKR11712199601,DUDCHENKO Anton,UKR,1+0+1+1,3,53:54.3,11,111,,+4:17.8,0,7.0,1:43.3,+9.9,8.0,3:27.3,+7.0,33.0,46:51.7,+3:03.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
31,,BTUKR10908199701,TSYMBAL Bogdan,UKR,1+0+0+1,2,54:08.0,10,110,,+4:31.5,0,43.0,2:02.0,+28.6,48.0,3:49.2,+28.9,46.0,47:41.2,+3:52.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
32,,BTSLO12201199401,DOVZAN Miha,SLO,0+1+0+0,1,54:22.1,9,109,,+4:45.6,0,4.0,1:42.1,+8.7,14.0,3:31.8,+11.5,78.0,49:13.3,+5:24.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
33,,BTAUT12302198301,EDER Simon,AUT,0+1+0+2,3,54:24.6,8,108,,+4:48.1,0,29.0,1:57.5,+24.1,22.0,3:37.6,+17.3,43.0,47:13.4,+3:24.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
34,,BTAUT11012199101,KOMATZ David,AUT,0+1+1+0,2,54:25.5,7,107,,+4:49.0,0,85.0,2:22.1,+48.7,79.0,4:03.9,+43.6,48.0,47:48.1,+3:59.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
35,,BTFIN12501199601,SEPPALA Tero,FIN,0+3+1+0,4,54:27.6,6,106,,+4:51.1,0,31.0,1:58.3,+24.9,29.0,3:41.0,+20.7,19.0,46:11.2,+2:22.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
36,,BTCAN12803199301,GOW Christian,CAN,0+0+0+2,2,54:30.8,5,105,,+4:54.3,0,1.0,1:33.4,0.0,1.0,3:20.3,0.0,64.0,48:35.0,+4:46.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
37,,BTFRA11306199901,CLAUDE Emilien,FRA,0+2+1+0,3,54:36.5,4,,,+5:00.0,0,61.0,2:08.1,+34.7,66.0,3:55.7,+35.4,40.0,47:05.0,+3:16.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
38,,BTSWE12503199701,NYKVIST Emil,SWE,0+1+0+1,2,54:37.3,3,,,+5:00.8,0,82.0,2:19.6,+46.2,82.0,4:07.4,+47.1,49.0,47:54.9,+4:06.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
39,,BTAUT11710199601,JAKOB Patrick,AUT,0+1+0+1,2,54:38.6,2,102,,+5:02.1,0,78.0,2:14.9,+41.5,77.0,4:00.9,+40.6,53.0,48:02.4,+4:13.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
40,,BTUKR12108199601,LESIUK Taras,UKR,0+1+0+1,2,54:38.7,1,101,,+5:02.2,0,30.0,1:58.0,+24.6,40.0,3:47.1,+26.8,57.0,48:16.6,+4:28.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
41,,BTEST10210199401,ZAHKNA Rene,EST,0+1+1+0,2,54:50.7,,100,,+5:14.2,0,58.0,2:07.3,+33.9,63.0,3:54.7,+34.4,60.0,48:21.9,+4:33.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
42,,BTSLO10504200001,CISAR Alex,SLO,0+0+1+1,2,54:52.8,,99,,+5:16.3,0,51.0,2:05.0,+31.6,37.0,3:46.2,+25.9,62.0,48:31.4,+4:42.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
43,,BTCZE11302200101,MARECEK Jonas,CZE,0+0+1+0,1,54:54.7,,98,,+5:18.2,0,35.0,2:00.2,+26.8,44.0,3:48.4,+28.1,84.0,49:29.5,+5:40.9,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
44,,BTITA10504200001,GIACOMEL Tommaso,ITA,1+2+1+1,5,54:54.9,,97,,+5:18.4,0,13.0,1:49.6,+16.2,7.0,3:26.5,+6.2,17.0,45:53.0,+2:04.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
45,,BTSVK11310199901,SKLENARIK Tomas,SVK,0+1+0+1,2,54:56.1,,96,,+5:19.6,0,10.0,1:46.4,+13.0,12.0,3:30.5,+10.2,71.0,48:49.9,+5:01.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
46,,BTFIN10108199701,RANTA Jaakko,FIN,0+0+0+2,2,55:02.4,,95,,+5:25.9,0,9.0,1:45.9,+12.5,9.0,3:27.4,+7.1,75.0,48:59.8,+5:11.2,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
47,,BTSLO12808199201,TRSAN Rok,SLO,0+1+1+0,2,55:03.4,,,,+5:26.9,0,38.0,2:00.7,+27.3,32.0,3:44.3,+24.0,68.0,48:43.3,+4:54.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
48,,BTFRA11111199101,CLAUDE Florent,BEL,1+0+2+1,4,55:07.8,,93,,+5:31.3,0,60.0,2:07.8,+34.4,64.0,3:55.0,+34.7,30.0,46:40.2,+2:51.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
49,,BTPOL12008199101,GUZIK Grzegorz,POL,1+0+1+0,2,55:13.6,,92,,+5:37.1,0,74.0,2:13.1,+39.7,78.0,4:02.6,+42.3,65.0,48:35.6,+4:47.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
50,,BTRUS13006199501,SHAMAEV Dmitrii,ROU,0+0+1+1,2,55:21.0,,91,,+5:44.5,0,15.0,1:49.8,+16.4,16.0,3:32.6,+12.3,79.0,49:14.6,+5:26.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
51,,BTITA12703199701,CAPPELLARI Daniele,ITA,0+0+1+0,1,55:24.4,,90,,+5:47.9,0,11.0,1:49.0,+15.6,15.0,3:32.1,+11.8,92.0,50:14.1,+6:25.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
52,,BTJPN11705198801,TACHIZAKI Mikito,JPN,0+2+0+0,2,55:26.0,,89,,+5:49.5,0,63.0,2:08.5,+35.1,67.0,3:55.9,+35.6,73.0,48:53.3,+5:04.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
53,,BTNOR12907198801,BOE Tarjei,NOR,0+0+2+4,6,55:31.7,,,r,+5:55.2,0,33.0,1:59.3,+25.9,36.0,3:45.9,+25.6,4.0,45:08.7,+1:20.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
54,,BTFRA10207199101,GUIGONNAT Antonin,FRA,0+1+2+1,4,55:32.8,,,,+5:56.3,0,72.0,2:12.8,+39.4,72.0,3:57.5,+37.2,38.0,46:59.3,+3:10.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
55,,BTSLO11702200001,VIDMAR Anton,SLO,0+3+0+0,3,55:37.0,,,,+6:00.5,0,77.0,2:13.6,+40.2,75.0,4:00.0,+39.7,52.0,48:02.2,+4:13.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
56,,BTRUS11207198801,MAGAZEEV Pavel,MDA,3+0+0+0,3,55:38.6,,85,,+6:02.1,0,89.0,2:26.5,+53.1,93.0,4:18.8,+58.5,47.0,47:42.7,+3:54.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
57,,BTLAT12212199801,MISE Edgars,LAT,1+0+0+0,1,55:41.9,,84,,+6:05.4,0,86.0,2:22.4,+49.0,86.0,4:13.2,+52.9,87.0,49:50.6,+6:02.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
58,,BTLTU10806199101,DOMBROVSKI Karol,LTU,0+1+1+1,3,55:42.2,,83,,+6:05.7,0,45.0,2:03.2,+29.8,61.0,3:54.6,+34.3,55.0,48:09.6,+4:21.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
59,,BTSVK12804199201,SIMA Michal,SVK,0+0+0+1,1,55:50.5,,82,,+6:14.0,0,91.0,2:28.0,+54.6,92.0,4:17.9,+57.6,90.0,49:56.8,+6:08.2,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
60,,BTAUT13012199101,LEMMERER Harald,AUT,1+1+0+1,3,55:54.6,,,,+6:18.1,0,48.0,2:04.3,+30.9,56.0,3:51.7,+31.4,61.0,48:27.0,+4:38.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
61,,BTUSA10806199501,DOHERTY Sean,USA,2+1+1+1,5,55:54.9,,80,,+6:18.4,0,25.0,1:55.5,+22.1,28.0,3:39.4,+19.1,31.0,46:41.7,+2:53.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
62,,BTROU10405199301,BUTA George,ROU,0+1+1+1,3,56:09.6,,79,,+6:33.1,0,94.0,2:29.6,+56.2,95.0,4:19.8,+59.5,56.0,48:12.9,+4:24.3,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
63,,BTAUT13112199601,LEITNER Felix,AUT,0+3+0+2,5,56:10.0,,,,+6:33.5,0,24.0,1:55.2,+21.8,24.0,3:37.9,+17.6,36.0,46:56.5,+3:07.9,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
64,,BTUKR12903199501,NASYKO Denys,UKR,0+2+0+1,3,56:29.9,,,,+6:53.4,0,70.0,2:12.2,+38.8,75.0,4:00.0,+39.7,74.0,48:54.4,+5:05.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
65,,BTNZL12505200201,WRIGHT Campbell,NZL,1+1+0+1,3,56:32.6,,76,,+6:56.1,0,89.0,2:26.5,+53.1,84.0,4:12.6,+52.3,67.0,48:42.7,+4:54.1,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
66,,BTCZE10202200001,MIKYSKA Tomas,CZE,0+1+1+1,3,56:33.0,,,,+6:56.5,0,27.0,1:55.7,+22.3,49.0,3:49.5,+29.2,76.0,49:04.6,+5:16.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
67,,BTSUI11107199601,BURKHALTER Joscha,SUI,1+0+1+2,4,56:33.4,,74,,+6:56.9,0,23.0,1:55.0,+21.6,25.0,3:38.1,+17.8,58.0,48:18.8,+4:30.2,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
68,,BTCZE11705199901,KARLIK Mikulas,CZE,1+2+1+1,5,56:40.2,,,,+7:03.7,0,80.0,2:16.6,+43.2,80.0,4:05.7,+45.4,37.0,46:57.1,+3:08.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
69,,BTROU10102199701,FLORE Raul,ROU,1+1+1+0,3,56:44.2,,72,,+7:07.7,0,21.0,1:53.6,+20.2,27.0,3:39.3,+19.0,83.0,49:28.8,+5:40.2,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
70,,BTEST11405199901,SIIMER Kristo,EST,1+1+0+2,4,56:46.0,,71,,+7:09.5,0,56.0,2:06.4,+33.0,57.0,3:52.2,+31.9,59.0,48:19.3,+4:30.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
71,,BTKAZ12409200001,KIREYEV Vladislav,KAZ,0+0+1+2,3,56:57.1,,70,,+7:20.6,0,54.0,2:06.1,+32.7,55.0,3:51.2,+30.9,85.0,49:29.6,+5:41.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
72,,BTFIN10806199801,HARJULA Tuomas,FIN,2+1+1+1,5,56:57.6,,,,+7:21.1,0,71.0,2:12.5,+39.1,74.0,3:58.5,+38.2,44.0,47:23.5,+3:34.9,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
73,,BTUSA10602199901,CERVENKA Vaclav,USA,2+1+0+1,4,57:07.8,,68,,+7:31.3,0,36.0,2:00.5,+27.1,39.0,3:46.9,+26.6,70.0,48:45.0,+4:56.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
74,,BTEST11909199901,HELDNA Robert,EST,0+2+0+0,2,57:08.9,,67,,+7:32.4,0,93.0,2:29.5,+56.1,88.0,4:13.9,+53.6,93.0,50:18.5,+6:29.9,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
75,,BTCAN12609200101,CONNELLY Zachary,CAN,0+1+1+0,2,57:19.6,,66,,+7:43.1,0,44.0,2:02.5,+29.1,47.0,3:49.0,+28.7,95.0,50:55.1,+7:06.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
76,,BTCAN12912199601,BURNOTTE Jules,CAN,1+0+1+2,4,57:26.2,,65,,+7:49.7,0,19.0,1:52.8,+19.4,17.0,3:33.2,+12.9,81.0,49:18.4,+5:29.8,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
77,,BTSWE11008199501,BRANDT Oskar,SWE,1+3+1+1,6,57:35.2,,,,+7:58.7,0,67.0,2:10.9,+37.5,60.0,3:54.4,+34.1,39.0,47:04.5,+3:15.9,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
78,,BTFIN12809199401,LAITINEN Heikki,FIN,0+1+1+4,6,57:36.0,,,,+7:59.5,0,68.0,2:11.1,+37.7,50.0,3:49.7,+29.4,41.0,47:10.0,+3:21.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
79,,BTKAZ12807199801,MUKHIN Alexandr,KAZ,0+1+1+3,5,57:54.5,,62,,+8:18.0,0,87.0,2:23.1,+49.7,89.0,4:14.9,+54.6,54.0,48:03.3,+4:14.7,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
80,,BTPOL11906199101,NEDZA-KUBINIEC Andrzej,POL,0+2+1+1,4,58:01.2,,61,,+8:24.7,0,32.0,1:59.2,+25.8,52.0,3:50.4,+30.1,86.0,49:34.6,+5:46.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
81,,BTITA11003200001,ZINGERLE David,ITA,1+2+1+0,4,58:25.7,,,,+8:49.2,0,76.0,2:13.5,+40.1,61.0,3:54.6,+34.3,88.0,49:53.2,+6:04.6,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
82,,BTSUI12601199901,FRAVI Laurin,SUI,2+1+1+2,6,58:29.9,,,,+8:53.4,0,64.0,2:09.1,+35.7,73.0,3:57.7,+37.4,50.0,47:56.0,+4:07.4,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
83,,BTFRA11305199201,FINELLO Jeremy,SUI,2+3+1+3,9,58:51.4,,,,+9:14.9,0,8.0,1:44.6,+11.2,11.0,3:29.2,+8.9,14.0,45:47.6,+1:59.0,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
84,,BTBEL12410199101,LANGER Thierry,BEL,1+1+2+2,6,58:59.5,,53,,+9:23.0,0,42.0,2:01.9,+28.5,42.0,3:47.8,+27.5,66.0,48:37.1,+4:48.5,BT2223SWRLCP01SMIN,BT2223SWRLCP01,Kontiolahti,Men 20km Individual,2022-11-29,2223,Male
