Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
31,,BTFRA20910199601,SIMON Julia,FRA,0+0+1+3,4,47:42.2,10,,y,+3:38.3,0,12.0,1:49.7,+14.1,9.0,3:18.0,+14.1,8.0,40:24.2,+1:30.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
32,,BTSUI20902199401,GASPARIN Aita,SUI,0+1+0+1,2,47:47.9,9,,,+3:44.0,0,31.0,1:59.5,+23.9,36.0,3:30.3,+26.4,44.0,42:17.6,+3:23.5,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
33,,BTEST20401199501,TOMINGAS Tuuli,EST,1+0+0+1,2,48:02.6,8,108,,+3:58.7,0,66.0,2:11.1,+35.5,75.0,3:47.6,+43.7,41.0,42:15.0,+3:20.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
34,,BTSLO20804200301,REPINC Lena,SLO,0+0+2+0,2,48:04.2,7,107,,+4:00.3,0,61.0,2:08.6,+33.0,77.0,3:48.5,+44.6,42.0,42:15.7,+3:21.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
35,,BTITA22803200101,AUCHENTALLER Hannah,ITA,0+0+2+0,2,48:05.7,6,,,+4:01.8,0,33.0,1:59.9,+24.3,41.0,3:33.0,+29.1,50.0,42:32.7,+3:38.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
36,,BTUSA23007199301,DICKINSON Kelsey,USA,0+0+0+1,1,48:07.1,5,105,,+4:03.2,0,49.0,2:03.4,+27.8,47.0,3:34.3,+30.4,69.0,43:32.8,+4:38.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
37,,BTUSA22705199201,IRWIN Deedra,USA,1+1+0+1,3,48:08.0,4,104,,+4:04.1,0,54.0,2:04.3,+28.7,76.0,3:48.0,+44.1,24.0,41:20.0,+2:25.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
38,,BTGER22611199701,KEBINGER Hanna,GER,1+0+2+0,3,48:09.4,3,,,+4:05.5,0,7.0,1:47.1,+11.5,15.0,3:21.0,+17.1,33.0,41:48.4,+2:54.3,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
39,,BTSWE22602199901,OEBERG Elvira,SWE,1+2+1+2,6,48:11.0,2,102,b,+4:07.1,0,19.0,1:54.6,+19.0,7.0,3:16.9,+13.0,1.0,38:54.1,0.0,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
40,,BTUKR22509199701,KRYVONOS Anna,UKR,0+0+0+2,2,48:12.1,1,101,,+4:08.2,0,30.0,1:59.4,+23.8,30.0,3:28.2,+24.3,55.0,42:43.9,+3:49.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
41,,BTUKR21206199201,GHILENKO Alla,MDA,0+1+0+0,1,48:16.5,,100,,+4:12.6,0,2.0,1:39.8,+4.2,2.0,3:10.0,+6.1,79.0,44:06.5,+5:12.4,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
42,,BTFRA20211199501,CHEVALIER Chloe,FRA,1+0+1+1,3,48:17.5,,,,+4:13.6,0,59.0,2:06.6,+31.0,57.0,3:39.3,+35.4,31.0,41:38.2,+2:44.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
43,,BTUKR23105199901,DMYTRENKO Khrystyna,UKR,1+0+0+1,2,48:19.5,,98,,+4:15.6,0,40.0,2:01.2,+25.6,83.0,3:52.8,+48.9,46.0,42:26.7,+3:32.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
44,,BTCZE20301199701,DAVIDOVA Marketa,CZE,0+2+1+2,5,48:28.7,,97,,+4:24.8,0,26.0,1:57.9,+22.3,18.0,3:21.8,+17.9,6.0,40:06.9,+1:12.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
45,,BTSLO21604199701,KLEMENCIC Polona,SLO,1+1+1+1,4,48:29.3,,96,,+4:25.4,0,11.0,1:49.5,+13.9,16.0,3:21.2,+17.3,21.0,41:08.1,+2:14.0,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
46,,BTNOR20406200101,DOKKEN Frida,NOR,0+0+1+0,1,48:30.0,,,,+4:26.1,0,68.0,2:12.2,+36.6,70.0,3:44.6,+40.7,73.0,43:45.4,+4:51.3,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
47,,BTRUS22610199002,AVVAKUMOVA Ekaterina,KOR,0+1+1+0,2,48:37.8,,94,,+4:33.9,0,88.0,2:29.2,+53.6,89.0,4:05.2,+1:01.3,49.0,42:32.6,+3:38.5,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
48,,BTUKR20305199901,KYPIACHENKOVA Liubov,UKR,0+1+0+1,2,48:38.5,,,,+4:34.6,0,73.0,2:14.0,+38.4,65.0,3:42.9,+39.0,58.0,42:55.6,+4:01.5,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
49,,BTCAN22909200001,PEIFFER Benita,CAN,1+0+0+0,1,48:38.8,,92,,+4:34.9,0,96.0,2:42.2,+1:06.6,95.0,4:17.6,+1:13.7,65.0,43:21.2,+4:27.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
50,,BTSWE22803199001,BRORSSON Mona,SWE,0+1+1+0,2,48:46.7,,,,+4:42.8,0,18.0,1:53.2,+17.6,10.0,3:20.0,+16.1,66.0,43:26.7,+4:32.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
51,,BTFRA22611199801,GUIGONNAT Gilonne,FRA,0+2+0+1,3,48:58.1,,,,+4:54.2,0,75.0,2:14.1,+38.5,61.0,3:41.1,+37.2,43.0,42:17.0,+3:22.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
52,,BTFIN20812199401,MINKKINEN Suvi,FIN,0+0+0+2,2,49:04.7,,89,,+5:00.8,0,51.0,2:03.5,+27.9,40.0,3:32.1,+28.2,68.0,43:32.6,+4:38.5,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
53,,BTPOL20909199801,SIDOROWICZ Natalia,POL,0+1+1+1,3,49:08.7,,88,,+5:04.8,0,6.0,1:46.8,+11.2,8.0,3:17.9,+14.0,57.0,42:50.8,+3:56.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
54,,BTCAN21607199701,MOSER Nadia,CAN,1+0+1+0,2,49:18.0,,87,,+5:14.1,0,4.0,1:45.2,+9.6,12.0,3:20.7,+16.8,77.0,43:57.3,+5:03.2,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
55,,BTSLO21706199501,LAMPIC Anamarija,SLO,2+1+0+3,6,49:22.0,,86,,+5:18.1,0,78.0,2:16.3,+40.7,84.0,3:53.1,+49.2,3.0,39:28.9,+34.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
56,,BTSWE23103199501,MAGNUSSON Anna,SWE,2+1+0+1,4,49:28.3,,,,+5:24.4,0,23.0,1:55.7,+20.1,25.0,3:25.6,+21.7,39.0,42:02.7,+3:08.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
57,,BTLAT22004200101,BULINA Sanita,LAT,2+0+1+1,4,49:30.4,,84,,+5:26.5,0,83.0,2:20.6,+45.0,72.0,3:45.9,+42.0,32.0,41:44.5,+2:50.4,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
58,,BTEST23101199601,ERMITS Regina,EST,1+1+1+0,3,49:32.0,,83,,+5:28.1,0,40.0,2:01.2,+25.6,29.0,3:27.1,+23.2,61.0,43:04.9,+4:10.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
59,,BTFIN22002200201,LEINAMO Sonja,FIN,1+1+0+1,3,49:40.2,,82,,+5:36.3,0,91.0,2:34.5,+58.9,91.0,4:10.2,+1:06.3,47.0,42:30.0,+3:35.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
60,,BTROU22509199501,TOLMACHEVA Anastasia,ROU,1+1+0+1,3,49:42.9,,81,,+5:39.0,0,21.0,1:55.4,+19.8,26.0,3:25.9,+22.0,64.0,43:17.0,+4:22.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
61,,BTPOL22907199702,CICHON Kamila,POL,1+1+0+0,2,49:47.5,,,,+5:43.6,0,76.0,2:15.2,+39.6,56.0,3:38.6,+34.7,80.0,44:08.9,+5:14.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
62,,BTBUL22304200301,HRISTOVA Lora,BUL,0+2+0+0,2,49:48.5,,79,,+5:44.6,0,58.0,2:06.2,+30.6,59.0,3:39.4,+35.5,81.0,44:09.1,+5:15.0,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
63,,BTSUI20203200101,MEIER Lea,SUI,0+0+1+0,1,49:55.8,,,,+5:51.9,0,82.0,2:20.3,+44.7,96.0,4:23.5,+1:19.6,88.0,44:32.3,+5:38.2,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
64,,BTFIN21710200101,KERANEN Noora Kaisa,FIN,0+1+0+1,2,49:57.1,,77,,+5:53.2,0,57.0,2:05.8,+30.2,51.0,3:36.3,+32.4,85.0,44:20.8,+5:26.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
65,,BTSVK22707200002,REMENOVA Zuzana,SVK,0+0+1+1,2,49:59.0,,76,,+5:55.1,0,60.0,2:07.0,+31.4,62.0,3:41.3,+37.4,84.0,44:17.7,+5:23.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
66,,BTBUL23008200301,DIMITROVA Valentina,BUL,1+1+0+1,3,50:26.2,,75,,+6:22.3,0,38.0,2:01.1,+25.5,46.0,3:34.2,+30.3,76.0,43:52.0,+4:57.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
67,,BTCAN20209199101,LUNDER Emma,CAN,1+0+2+1,4,50:27.3,,74,,+6:23.4,0,16.0,1:52.9,+17.3,20.0,3:24.1,+20.2,60.0,43:03.2,+4:09.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
68,,BTSLO20701200101,KLEMENCIC Ziva,SLO,0+1+1+1,3,50:30.1,,,,+6:26.2,0,63.0,2:09.9,+34.3,69.0,3:44.3,+40.4,74.0,43:45.8,+4:51.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
69,,BTAUT22903199801,OBERTHALER Kristina,AUT,0+1+1+1,3,50:33.1,,72,,+6:29.2,0,55.0,2:04.4,+28.8,39.0,3:31.8,+27.9,78.0,44:01.3,+5:07.2,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
70,,BTCZE20312199801,VINKLARKOVA Tereza,CZE,1+2+0+0,3,50:42.8,,71,,+6:38.9,0,36.0,2:00.3,+24.7,43.0,3:33.4,+29.5,82.0,44:09.4,+5:15.3,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
71,,BTFRA20801200201,CLOETENS Maya,BEL,2+0+1+0,3,51:01.3,,70,,+6:57.4,0,93.0,2:36.7,+1:01.1,92.0,4:11.3,+1:07.4,75.0,43:50.0,+4:55.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
71,,BTLTU21704198501,KOCERGINA Natalja,LTU,0+1+1+1,3,51:01.3,,70,,+6:57.4,0,27.0,1:58.3,+22.7,32.0,3:28.8,+24.9,89.0,44:32.5,+5:38.4,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
73,,BTAUS22412199901,MORTON Darcie,AUS,1+1+0+2,4,51:08.3,,68,,+7:04.4,0,79.0,2:17.2,+41.6,81.0,3:51.6,+47.7,63.0,43:16.7,+4:22.6,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
74,,BTITA23009200001,TRABUCCHI Beatrice,ITA,1+2+2+0,5,51:17.6,,,,+7:13.7,0,73.0,2:14.0,+38.4,74.0,3:46.7,+42.8,48.0,42:30.9,+3:36.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
75,,BTFIN21712200501,HAMALAINEN Inka,FIN,1+1+0+2,4,51:17.8,,,,+7:13.9,0,72.0,2:13.6,+38.0,68.0,3:44.2,+40.3,70.0,43:33.6,+4:39.5,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
76,,BTLAT22004199701,SABULE Annija,LAT,0+0+0+2,2,51:23.3,,65,,+7:19.4,0,46.0,2:02.8,+27.2,64.0,3:42.5,+38.6,93.0,45:40.8,+6:46.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
77,,BTGER22503200401,GROTIAN Selina,GER,4+2+1+0,7,51:33.9,,,,+7:30.0,0,63.0,2:09.9,+34.3,48.0,3:34.6,+30.7,17.0,40:59.3,+2:05.2,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
78,,BTAUT20501200101,GANDLER Anna,AUT,1+1+1+4,7,51:35.9,,,,+7:32.0,0,49.0,2:03.4,+27.8,44.0,3:33.8,+29.9,20.0,41:02.1,+2:08.0,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
79,,BTFIN22311199501,JANKA Erika,FIN,0+2+0+2,4,51:40.9,,,,+7:37.0,0,32.0,1:59.6,+24.0,31.0,3:28.7,+24.8,83.0,44:12.2,+5:18.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
80,,BTCAN22305199701,DICKSON Emily,CAN,0+1+2+0,3,51:43.4,,,,+7:39.5,0,90.0,2:31.6,+56.0,88.0,4:03.0,+59.1,90.0,44:40.4,+5:46.3,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
81,,BTAUT21409199901,JUPPE Anna,AUT,1+1+2+2,6,51:47.5,,,,+7:43.6,0,81.0,2:18.7,+43.1,77.0,3:48.5,+44.6,37.0,41:59.0,+3:04.9,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
82,,BTCZE20102199301,CHARVATOVA Lucie,CZE,0+1+3+3,7,51:55.1,,,,+7:51.2,0,70.0,2:12.7,+37.1,66.0,3:43.2,+39.3,22.0,41:11.9,+2:17.8,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
83,,BTUKR21401199501,MERKUSHYNA Anastasiya,UKR,1+0+2+2,5,51:59.8,,,,+7:55.9,0,9.0,1:48.1,+12.5,19.0,3:22.6,+18.7,71.0,43:37.2,+4:43.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
84,,BTSWE22406199301,NILSSON Stina,SWE,2+1+1+3,7,52:26.6,,,,+8:22.7,0,84.0,2:20.7,+45.1,44.0,3:33.8,+29.9,36.0,41:52.8,+2:58.7,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
85,,BTUSA21703199901,GARSO Jackie,USA,0+2+0+1,3,52:43.8,,51,,+8:39.9,0,85.0,2:21.2,+45.6,86.0,3:59.6,+55.7,94.0,45:44.2,+6:50.1,BT2324SWRLCP01SWIN,BT2324SWRLCP01,Oestersund,Women 15km Individual,2023-11-26,2324,Female
